,Unnamed: 0,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
45,45.0,Facundo Nicolás Cambeses,66.0,71.0,1000000.0,3000.0,13.0,12.0,13.0,17.0,11.0,11.0,13.0,14.0,21.0,10.0,49.0,44.0,39.0,63.0,55.0,47.0,68.0,34.0,53.0,14.0,27.0,24.0,16.0,44.0,14.0,49.0,23.0,14.0,11.0,66.0,63.0,63.0,64.0,67.0
47,47.0,Luis Ángel Malagón Velázquez,70.0,76.0,2000000.0,5000.0,11.0,9.0,13.0,25.0,5.0,8.0,13.0,13.0,17.0,16.0,25.0,24.0,21.0,63.0,44.0,47.0,59.0,21.0,51.0,6.0,27.0,13.0,4.0,28.0,14.0,42.0,15.0,10.0,14.0,70.0,70.0,63.0,70.0,72.0
13,13.0,Anthony Marcucci,53.0,60.0,160000.0,800.0,13.0,9.0,13.0,34.0,8.0,10.0,12.0,13.0,25.0,18.0,24.0,19.0,22.0,38.0,29.0,36.0,38.0,28.0,70.0,8.0,35.0,12.0,9.0,33.0,11.0,33.0,11.0,13.0,15.0,54.0,57.0,48.0,51.0,54.0
28,28.0,Raed Azybi,49.0,59.0,90000.0,1000.0,12.0,9.0,10.0,17.0,6.0,7.0,10.0,13.0,25.0,20.0,28.0,32.0,32.0,31.0,43.0,38.0,59.0,40.0,43.0,15.0,17.0,14.0,4.0,37.0,12.0,23.0,8.0,13.0,14.0,48.0,53.0,51.0,42.0,57.0
33,33.0,Gavin Mulreany,50.0,56.0,60000.0,500.0,13.0,9.0,12.0,22.0,5.0,8.0,12.0,12.0,16.0,15.0,29.0,16.0,27.0,40.0,44.0,40.0,59.0,21.0,50.0,9.0,25.0,9.0,4.0,24.0,14.0,33.0,8.0,11.0,14.0,50.0,50.0,53.0,50.0,52.0
34,34.0,Rafael Hornos,61.0,77.0,725000.0,500.0,11.0,7.0,14.0,17.0,8.0,7.0,13.0,13.0,35.0,15.0,22.0,30.0,22.0,63.0,35.0,51.0,52.0,22.0,49.0,7.0,26.0,14.0,8.0,25.0,14.0,38.0,8.0,10.0,10.0,63.0,57.0,68.0,59.0,58.0
41,41.0,Tor Erik Larsen,56.0,63.0,240000.0,500.0,15.0,8.0,15.0,34.0,9.0,10.0,12.0,14.0,34.0,18.0,37.0,34.0,35.0,45.0,35.0,42.0,40.0,28.0,64.0,8.0,20.0,12.0,8.0,35.0,19.0,37.0,12.0,15.0,13.0,57.0,56.0,56.0,55.0,56.0
42,42.0,Simion Bumbar,50.0,73.0,130000.0,500.0,13.0,6.0,11.0,26.0,7.0,13.0,11.0,10.0,15.0,14.0,22.0,25.0,29.0,37.0,48.0,35.0,64.0,22.0,40.0,7.0,16.0,6.0,5.0,39.0,15.0,23.0,7.0,10.0,10.0,54.0,47.0,46.0,47.0,56.0
53,53.0,George Marks,53.0,61.0,180000.0,800.0,14.0,5.0,13.0,15.0,7.0,14.0,14.0,14.0,28.0,19.0,27.0,28.0,36.0,33.0,43.0,44.0,57.0,26.0,46.0,9.0,25.0,13.0,8.0,26.0,16.0,21.0,8.0,14.0,12.0,58.0,55.0,59.0,51.0,54.0
56,56.0,Louis Dupré,53.0,72.0,210000.0,500.0,10.0,10.0,14.0,25.0,7.0,4.0,11.0,11.0,20.0,13.0,16.0,22.0,37.0,48.0,28.0,39.0,38.0,25.0,58.0,9.0,22.0,8.0,6.0,24.0,16.0,35.0,9.0,13.0,11.0,54.0,51.0,52.0,49.0,54.0
9,9.0,Ishan Kort,60.0,72.0,525000.0,1000.0,10.0,5.0,11.0,19.0,5.0,10.0,12.0,10.0,21.0,19.0,17.0,28.0,27.0,59.0,24.0,40.0,39.0,20.0,65.0,6.0,16.0,12.0,7.0,26.0,13.0,36.0,8.0,13.0,12.0,60.0,59.0,53.0,56.0,62.0
11,11.0,Dirk Baron,54.0,67.0,220000.0,500.0,14.0,9.0,14.0,16.0,5.0,11.0,10.0,13.0,15.0,18.0,20.0,31.0,37.0,40.0,29.0,38.0,36.0,18.0,57.0,5.0,21.0,12.0,4.0,27.0,14.0,36.0,5.0,10.0,14.0,53.0,60.0,50.0,54.0,53.0
14,14.0,Thijmen Renkel,54.0,70.0,240000.0,500.0,12.0,5.0,12.0,27.0,9.0,14.0,11.0,14.0,27.0,14.0,19.0,28.0,39.0,41.0,27.0,41.0,37.0,21.0,67.0,6.0,22.0,14.0,5.0,23.0,14.0,37.0,6.0,10.0,13.0,56.0,55.0,54.0,52.0,53.0
13,13.0,Benjamin Lecomte,76.0,76.0,4000000.0,32000.0,13.0,11.0,10.0,22.0,10.0,11.0,20.0,19.0,25.0,23.0,41.0,40.0,36.0,74.0,30.0,57.0,62.0,34.0,68.0,10.0,23.0,24.0,10.0,41.0,20.0,63.0,17.0,11.0,12.0,74.0,74.0,76.0,75.0,75.0
27,27.0,Agustín Federico Marchesín,79.0,79.0,3000000.0,21000.0,18.0,14.0,11.0,37.0,15.0,24.0,16.0,15.0,34.0,20.0,55.0,52.0,65.0,75.0,60.0,57.0,73.0,38.0,59.0,12.0,45.0,15.0,18.0,65.0,14.0,64.0,22.0,15.0,15.0,80.0,77.0,76.0,79.0,80.0
47,47.0,Alfred Benjamin Gomis,76.0,78.0,6500000.0,32000.0,15.0,16.0,11.0,34.0,11.0,15.0,12.0,12.0,41.0,24.0,43.0,41.0,60.0,71.0,54.0,53.0,78.0,33.0,65.0,15.0,16.0,21.0,16.0,58.0,23.0,57.0,18.0,14.0,10.0,76.0,75.0,71.0,75.0,75.0
6,6.0,Maxime Dupé,75.0,77.0,4700000.0,15000.0,10.0,10.0,13.0,34.0,10.0,11.0,12.0,11.0,29.0,22.0,48.0,42.0,35.0,67.0,39.0,53.0,54.0,21.0,71.0,11.0,35.0,23.0,11.0,35.0,18.0,58.0,9.0,11.0,11.0,76.0,74.0,71.0,73.0,76.0
7,7.0,Davy Roef,73.0,73.0,2200000.0,14000.0,11.0,14.0,11.0,37.0,14.0,18.0,11.0,19.0,53.0,25.0,53.0,48.0,45.0,70.0,49.0,54.0,65.0,33.0,68.0,12.0,28.0,12.0,11.0,53.0,30.0,46.0,12.0,11.0,18.0,74.0,73.0,72.0,72.0,72.0
20,20.0,Ben Wilson,66.0,66.0,575000.0,5000.0,18.0,19.0,15.0,32.0,14.0,19.0,14.0,14.0,30.0,20.0,40.0,40.0,32.0,57.0,57.0,50.0,53.0,22.0,56.0,16.0,19.0,19.0,17.0,40.0,32.0,43.0,18.0,14.0,17.0,68.0,65.0,67.0,63.0,67.0
21,21.0,Jamal Blackman,66.0,66.0,600000.0,2000.0,13.0,19.0,18.0,37.0,17.0,14.0,18.0,12.0,33.0,19.0,23.0,29.0,42.0,59.0,33.0,47.0,60.0,25.0,69.0,16.0,23.0,10.0,10.0,29.0,36.0,40.0,17.0,13.0,12.0,67.0,65.0,63.0,64.0,67.0
34,34.0,Fernando Martínez Rubio,76.0,76.0,3700000.0,19000.0,17.0,19.0,12.0,32.0,18.0,14.0,12.0,20.0,24.0,23.0,48.0,47.0,43.0,75.0,56.0,53.0,72.0,30.0,64.0,18.0,20.0,27.0,16.0,51.0,26.0,50.0,15.0,11.0,19.0,76.0,74.0,71.0,75.0,77.0
37,37.0,Donovan Léon,69.0,70.0,1100000.0,7000.0,20.0,19.0,13.0,36.0,18.0,14.0,16.0,18.0,34.0,19.0,48.0,46.0,42.0,63.0,53.0,50.0,64.0,29.0,78.0,16.0,26.0,26.0,15.0,43.0,22.0,48.0,10.0,10.0,19.0,69.0,67.0,67.0,67.0,71.0
41,41.0,David Nicolás Andrade,69.0,69.0,240000.0,2000.0,13.0,18.0,12.0,31.0,7.0,12.0,8.0,13.0,31.0,22.0,45.0,41.0,37.0,58.0,45.0,48.0,51.0,32.0,77.0,12.0,27.0,15.0,12.0,47.0,21.0,63.0,8.0,19.0,13.0,71.0,69.0,64.0,67.0,71.0
44,44.0,Mirko Pigliacelli,72.0,72.0,1600000.0,3000.0,18.0,19.0,11.0,44.0,9.0,21.0,14.0,19.0,53.0,32.0,49.0,47.0,35.0,67.0,37.0,62.0,64.0,35.0,60.0,14.0,23.0,23.0,10.0,59.0,55.0,53.0,25.0,22.0,19.0,69.0,71.0,83.0,70.0,71.0
57,57.0,Ferhat Kaplan,64.0,64.0,190000.0,3000.0,18.0,15.0,14.0,25.0,20.0,14.0,14.0,13.0,23.0,22.0,16.0,18.0,37.0,62.0,54.0,47.0,62.0,25.0,70.0,13.0,40.0,28.0,19.0,36.0,9.0,52.0,20.0,15.0,25.0,62.0,64.0,62.0,66.0,63.0
58,58.0,Stefanos Kapino,72.0,74.0,2000000.0,11000.0,12.0,13.0,12.0,26.0,19.0,14.0,14.0,18.0,27.0,29.0,41.0,42.0,55.0,70.0,45.0,50.0,74.0,38.0,70.0,19.0,23.0,14.0,3.0,45.0,26.0,55.0,24.0,11.0,14.0,73.0,67.0,66.0,71.0,77.0
7,7.0,Samir Handanovič,83.0,83.0,4000000.0,42000.0,12.0,10.0,10.0,42.0,12.0,18.0,20.0,14.0,40.0,21.0,41.0,47.0,44.0,76.0,36.0,49.0,75.0,36.0,69.0,19.0,25.0,22.0,12.0,41.0,23.0,64.0,25.0,10.0,13.0,79.0,79.0,65.0,90.0,84.0
8,8.0,Kasper Peter Schmeichel,83.0,83.0,4000000.0,31000.0,18.0,12.0,16.0,40.0,15.0,12.0,13.0,15.0,49.0,40.0,42.0,49.0,60.0,82.0,47.0,59.0,60.0,34.0,63.0,14.0,35.0,20.0,13.0,59.0,26.0,67.0,14.0,14.0,13.0,81.0,78.0,79.0,81.0,86.0
38,38.0,Andrew da Silva Ventura,72.0,82.0,4600000.0,4000.0,9.0,4.0,11.0,41.0,14.0,10.0,10.0,8.0,37.0,14.0,47.0,41.0,34.0,68.0,32.0,50.0,44.0,37.0,47.0,12.0,24.0,8.0,4.0,62.0,21.0,34.0,10.0,8.0,17.0,73.0,70.0,66.0,68.0,74.0
56,56.0,Luca Moro,62.0,80.0,875000.0,500.0,12.0,7.0,12.0,28.0,8.0,9.0,13.0,15.0,26.0,18.0,29.0,16.0,33.0,46.0,22.0,42.0,32.0,26.0,60.0,9.0,19.0,15.0,9.0,41.0,16.0,35.0,8.0,15.0,16.0,61.0,60.0,56.0,62.0,68.0
16,16.0,Jørgen Sveinhaug,54.0,70.0,240000.0,500.0,15.0,8.0,10.0,28.0,10.0,9.0,15.0,5.0,28.0,17.0,34.0,34.0,38.0,42.0,38.0,44.0,55.0,25.0,55.0,8.0,22.0,10.0,8.0,35.0,15.0,32.0,8.0,12.0,12.0,55.0,54.0,58.0,53.0,56.0
21,21.0,Matteo Chiacig,54.0,70.0,240000.0,500.0,10.0,6.0,12.0,20.0,5.0,6.0,12.0,7.0,17.0,8.0,30.0,31.0,25.0,50.0,34.0,44.0,57.0,20.0,28.0,8.0,22.0,11.0,4.0,30.0,15.0,24.0,6.0,12.0,8.0,53.0,55.0,58.0,49.0,56.0
24,24.0,Melvin Mastil,51.0,60.0,110000.0,1000.0,14.0,5.0,12.0,15.0,9.0,10.0,11.0,10.0,23.0,15.0,19.0,17.0,37.0,36.0,29.0,41.0,34.0,25.0,72.0,8.0,26.0,10.0,8.0,37.0,17.0,23.0,5.0,12.0,10.0,52.0,51.0,55.0,53.0,52.0
35,35.0,Filip Kramarz,55.0,68.0,250000.0,500.0,12.0,7.0,12.0,21.0,5.0,7.0,14.0,14.0,19.0,16.0,47.0,38.0,35.0,46.0,44.0,40.0,56.0,33.0,50.0,9.0,25.0,9.0,5.0,36.0,16.0,25.0,9.0,11.0,11.0,50.0,57.0,53.0,55.0,57.0
44,44.0,Attilio Morosoli,52.0,68.0,170000.0,500.0,11.0,10.0,12.0,28.0,7.0,8.0,13.0,15.0,16.0,12.0,34.0,22.0,37.0,44.0,50.0,38.0,52.0,28.0,41.0,11.0,15.0,11.0,7.0,33.0,11.0,36.0,6.0,13.0,13.0,53.0,52.0,51.0,50.0,52.0
45,45.0,Alexandros Safarikas,57.0,65.0,325000.0,2000.0,15.0,7.0,14.0,20.0,10.0,8.0,13.0,12.0,21.0,13.0,20.0,28.0,32.0,52.0,26.0,48.0,34.0,28.0,66.0,7.0,24.0,12.0,10.0,52.0,11.0,35.0,8.0,15.0,14.0,55.0,55.0,64.0,56.0,57.0
57,57.0,George Ratcliffe,61.0,73.0,700000.0,3000.0,11.0,8.0,11.0,26.0,8.0,14.0,14.0,13.0,25.0,16.0,35.0,34.0,47.0,48.0,39.0,44.0,62.0,27.0,48.0,9.0,41.0,8.0,7.0,41.0,17.0,46.0,13.0,11.0,14.0,63.0,60.0,58.0,63.0,61.0
59,59.0,Szymon Weirauch,53.0,73.0,230000.0,500.0,11.0,11.0,14.0,23.0,8.0,6.0,12.0,11.0,28.0,15.0,31.0,33.0,31.0,38.0,25.0,38.0,41.0,26.0,60.0,8.0,18.0,14.0,7.0,37.0,16.0,22.0,6.0,11.0,12.0,53.0,54.0,51.0,52.0,55.0
3,3.0,Ørjan Håskjold Nyland,69.0,69.0,750000.0,15000.0,12.0,11.0,13.0,29.0,14.0,21.0,13.0,14.0,35.0,23.0,47.0,48.0,45.0,64.0,53.0,51.0,71.0,33.0,70.0,13.0,26.0,21.0,13.0,33.0,25.0,39.0,17.0,11.0,12.0,69.0,68.0,68.0,68.0,70.0
21,21.0,Hugo Alfonso González Durán,70.0,70.0,1100000.0,18000.0,11.0,11.0,22.0,36.0,15.0,16.0,25.0,13.0,23.0,19.0,32.0,34.0,47.0,68.0,41.0,53.0,67.0,45.0,72.0,14.0,27.0,19.0,11.0,60.0,39.0,52.0,15.0,13.0,14.0,69.0,68.0,70.0,72.0,68.0
25,25.0,조수혁 赵寿赫,60.0,60.0,25000.0,900.0,12.0,14.0,15.0,12.0,13.0,13.0,18.0,14.0,13.0,15.0,31.0,37.0,69.0,57.0,45.0,45.0,57.0,21.0,65.0,11.0,18.0,12.0,13.0,54.0,20.0,61.0,28.0,14.0,15.0,60.0,61.0,60.0,60.0,58.0
27,27.0,Julio José González Vela-Alvizu,67.0,67.0,675000.0,4000.0,15.0,14.0,15.0,13.0,14.0,14.0,15.0,15.0,12.0,20.0,44.0,44.0,58.0,68.0,40.0,48.0,72.0,40.0,63.0,14.0,22.0,16.0,13.0,45.0,13.0,28.0,20.0,14.0,13.0,66.0,64.0,64.0,68.0,64.0
35,35.0,Jonathan Peter McLaughlin,70.0,70.0,275000.0,20000.0,21.0,20.0,14.0,30.0,13.0,16.0,15.0,21.0,38.0,23.0,49.0,54.0,58.0,63.0,63.0,53.0,60.0,37.0,61.0,19.0,41.0,18.0,17.0,46.0,26.0,52.0,24.0,17.0,14.0,70.0,71.0,70.0,68.0,69.0
43,43.0,Thomas Kaminski,73.0,74.0,2300000.0,27000.0,18.0,14.0,10.0,40.0,17.0,11.0,11.0,17.0,46.0,16.0,47.0,45.0,59.0,69.0,42.0,52.0,66.0,31.0,62.0,15.0,29.0,17.0,18.0,53.0,24.0,47.0,17.0,11.0,17.0,72.0,75.0,69.0,67.0,74.0
47,47.0,Volkan Babacan,70.0,70.0,525000.0,14000.0,12.0,15.0,16.0,34.0,14.0,14.0,16.0,12.0,29.0,19.0,49.0,51.0,49.0,60.0,50.0,50.0,72.0,31.0,61.0,12.0,29.0,27.0,17.0,53.0,12.0,62.0,22.0,22.0,15.0,70.0,69.0,67.0,76.0,68.0
53,53.0,Cristian Darío Álvarez,73.0,73.0,350000.0,5000.0,14.0,11.0,12.0,25.0,15.0,13.0,12.0,14.0,44.0,22.0,44.0,50.0,65.0,62.0,53.0,52.0,60.0,38.0,64.0,15.0,25.0,24.0,17.0,31.0,14.0,58.0,12.0,14.0,15.0,75.0,70.0,69.0,74.0,73.0
2,2.0,Albano Benjamín Bizzarri,73.0,73.0,275000.0,2000.0,11.0,17.0,10.0,27.0,19.0,18.0,19.0,18.0,26.0,23.0,55.0,45.0,53.0,68.0,51.0,19.0,68.0,31.0,55.0,19.0,40.0,19.0,10.0,49.0,20.0,60.0,11.0,12.0,11.0,72.0,71.0,64.0,78.0,73.0
14,14.0,Ludovic Butelle,71.0,71.0,210000.0,7000.0,11.0,11.0,13.0,31.0,12.0,11.0,10.0,15.0,23.0,23.0,31.0,33.0,36.0,61.0,28.0,47.0,60.0,28.0,70.0,12.0,35.0,18.0,15.0,39.0,22.0,59.0,11.0,11.0,11.0,72.0,69.0,62.0,73.0,72.0
18,18.0,Eldin Jakupović,63.0,63.0,50000.0,4000.0,11.0,12.0,12.0,39.0,15.0,11.0,11.0,14.0,34.0,22.0,25.0,30.0,36.0,58.0,45.0,47.0,63.0,30.0,57.0,11.0,45.0,24.0,11.0,52.0,22.0,62.0,14.0,12.0,11.0,61.0,65.0,62.0,65.0,58.0
24,24.0,Artur Boruc,67.0,67.0,110000.0,2000.0,12.0,11.0,11.0,25.0,13.0,14.0,13.0,19.0,34.0,18.0,18.0,18.0,25.0,58.0,23.0,50.0,37.0,13.0,68.0,15.0,35.0,25.0,17.0,48.0,21.0,63.0,15.0,20.0,20.0,63.0,67.0,66.0,71.0,66.0
27,27.0,Miguel Ángel Moyá Rumbo,77.0,77.0,1200000.0,14000.0,11.0,11.0,12.0,31.0,13.0,13.0,16.0,12.0,35.0,24.0,46.0,34.0,54.0,74.0,49.0,59.0,62.0,30.0,57.0,16.0,22.0,11.0,10.0,68.0,11.0,60.0,15.0,14.0,14.0,79.0,71.0,79.0,77.0,76.0
24,24.0,Wilson Ramírez,58.0,70.0,400000.0,500.0,13.0,9.0,13.0,16.0,9.0,9.0,11.0,11.0,30.0,13.0,22.0,22.0,38.0,55.0,48.0,44.0,65.0,20.0,42.0,8.0,19.0,15.0,9.0,35.0,20.0,33.0,9.0,15.0,11.0,61.0,60.0,58.0,55.0,53.0
30,30.0,Seung Hwan Lee,48.0,63.0,90000.0,500.0,10.0,9.0,11.0,30.0,11.0,11.0,13.0,12.0,28.0,12.0,16.0,23.0,25.0,40.0,35.0,38.0,50.0,16.0,45.0,8.0,22.0,12.0,12.0,32.0,11.0,28.0,10.0,14.0,13.0,48.0,46.0,50.0,43.0,55.0
35,35.0,Hee Geun Park,51.0,56.0,70000.0,650.0,13.0,11.0,12.0,24.0,10.0,10.0,12.0,14.0,23.0,13.0,26.0,26.0,30.0,44.0,44.0,38.0,55.0,29.0,50.0,12.0,16.0,9.0,11.0,30.0,16.0,38.0,10.0,13.0,13.0,51.0,50.0,50.0,52.0,49.0
57,57.0,Finn Murre,56.0,70.0,275000.0,500.0,11.0,5.0,13.0,22.0,5.0,12.0,13.0,16.0,23.0,17.0,19.0,28.0,32.0,52.0,29.0,39.0,38.0,20.0,48.0,9.0,18.0,13.0,7.0,39.0,20.0,32.0,8.0,12.0,10.0,59.0,56.0,52.0,51.0,58.0
58,58.0,Kevin Gadellaa,59.0,74.0,450000.0,500.0,12.0,7.0,11.0,24.0,5.0,15.0,14.0,14.0,26.0,16.0,26.0,32.0,25.0,56.0,29.0,40.0,40.0,23.0,68.0,7.0,17.0,11.0,5.0,40.0,21.0,24.0,7.0,11.0,12.0,59.0,57.0,53.0,55.0,61.0
7,7.0,Rodrigo Moura Nascimento,68.0,72.0,1300000.0,3000.0,13.0,8.0,15.0,27.0,8.0,12.0,15.0,14.0,26.0,16.0,16.0,27.0,25.0,55.0,22.0,51.0,35.0,22.0,60.0,9.0,26.0,7.0,8.0,27.0,15.0,25.0,8.0,11.0,18.0,68.0,69.0,68.0,68.0,67.0
29,29.0,Laurin Mack,53.0,67.0,190000.0,500.0,13.0,8.0,11.0,20.0,9.0,13.0,12.0,15.0,21.0,16.0,31.0,34.0,32.0,45.0,29.0,40.0,65.0,25.0,57.0,10.0,26.0,11.0,9.0,28.0,17.0,27.0,10.0,14.0,12.0,55.0,52.0,53.0,50.0,56.0
36,36.0,Scott van der Sluis,54.0,59.0,130000.0,500.0,11.0,5.0,13.0,18.0,6.0,9.0,10.0,14.0,24.0,14.0,27.0,26.0,22.0,47.0,48.0,39.0,59.0,22.0,59.0,9.0,19.0,14.0,7.0,48.0,12.0,21.0,7.0,14.0,13.0,55.0,55.0,52.0,53.0,53.0
41,41.0,Jack Warshawsky,52.0,68.0,170000.0,500.0,10.0,7.0,13.0,20.0,6.0,8.0,14.0,12.0,23.0,12.0,19.0,33.0,31.0,39.0,47.0,38.0,61.0,25.0,51.0,6.0,21.0,13.0,5.0,22.0,13.0,33.0,6.0,13.0,12.0,56.0,47.0,51.0,53.0,56.0
43,43.0,Sebastian Moroz,59.0,65.0,300000.0,850.0,10.0,5.0,11.0,20.0,5.0,25.0,10.0,13.0,23.0,30.0,35.0,40.0,36.0,42.0,43.0,44.0,64.0,40.0,55.0,5.0,18.0,12.0,8.0,41.0,18.0,35.0,8.0,11.0,10.0,60.0,61.0,59.0,59.0,61.0
51,51.0,Nils Hahne,56.0,72.0,325000.0,500.0,10.0,5.0,12.0,18.0,9.0,10.0,12.0,10.0,23.0,16.0,30.0,30.0,22.0,53.0,27.0,39.0,40.0,22.0,56.0,8.0,24.0,8.0,7.0,24.0,12.0,34.0,12.0,12.0,11.0,56.0,56.0,52.0,52.0,60.0
2,2.0,Mateusz Lis,72.0,77.0,2700000.0,24000.0,10.0,9.0,12.0,22.0,8.0,13.0,11.0,11.0,16.0,12.0,27.0,27.0,37.0,54.0,35.0,50.0,33.0,26.0,70.0,9.0,19.0,8.0,6.0,44.0,16.0,50.0,9.0,10.0,11.0,74.0,71.0,66.0,74.0,75.0
51,51.0,Fabijan Buntić,69.0,75.0,1700000.0,2000.0,10.0,18.0,14.0,24.0,16.0,6.0,10.0,10.0,22.0,18.0,22.0,27.0,24.0,59.0,23.0,52.0,30.0,19.0,66.0,7.0,33.0,10.0,4.0,26.0,13.0,30.0,14.0,14.0,12.0,67.0,70.0,69.0,69.0,69.0
56,56.0,Jean Paulo Fernandes Filho,75.0,78.0,5500000.0,750.0,13.0,10.0,13.0,27.0,6.0,13.0,62.0,64.0,29.0,22.0,28.0,31.0,41.0,61.0,67.0,51.0,62.0,20.0,65.0,10.0,18.0,14.0,7.0,44.0,66.0,28.0,14.0,11.0,11.0,74.0,75.0,68.0,76.0,78.0
17,17.0,Sten Michael Grytebust,68.0,68.0,600000.0,2000.0,15.0,12.0,12.0,36.0,14.0,20.0,13.0,14.0,39.0,32.0,46.0,47.0,52.0,62.0,45.0,50.0,68.0,34.0,56.0,12.0,35.0,18.0,11.0,56.0,25.0,56.0,21.0,16.0,16.0,66.0,68.0,66.0,67.0,70.0
20,20.0,Erik Domaschke,63.0,63.0,50000.0,500.0,11.0,10.0,13.0,23.0,10.0,19.0,10.0,12.0,23.0,22.0,36.0,40.0,41.0,61.0,53.0,48.0,62.0,24.0,69.0,12.0,29.0,13.0,15.0,46.0,22.0,38.0,8.0,15.0,10.0,62.0,61.0,64.0,63.0,63.0
24,24.0,Alfonso Blanco Antúnez,69.0,69.0,450000.0,9000.0,13.0,10.0,12.0,17.0,12.0,10.0,17.0,16.0,12.0,20.0,57.0,54.0,64.0,64.0,56.0,49.0,60.0,38.0,74.0,13.0,21.0,12.0,10.0,34.0,25.0,50.0,15.0,14.0,12.0,66.0,69.0,65.0,68.0,71.0
37,37.0,Alex Smithies,71.0,71.0,925000.0,31000.0,14.0,11.0,17.0,30.0,13.0,14.0,11.0,11.0,28.0,23.0,59.0,59.0,33.0,68.0,44.0,51.0,80.0,39.0,66.0,13.0,37.0,24.0,17.0,44.0,21.0,58.0,15.0,12.0,17.0,72.0,69.0,68.0,71.0,71.0
43,43.0,Filipe José Lima Mendes,66.0,66.0,375000.0,2000.0,16.0,9.0,14.0,21.0,11.0,20.0,16.0,20.0,19.0,16.0,39.0,39.0,39.0,56.0,43.0,25.0,61.0,25.0,62.0,10.0,26.0,17.0,11.0,53.0,13.0,53.0,14.0,12.0,13.0,68.0,65.0,63.0,66.0,68.0
16,16.0,André Onana,82.0,85.0,30500000.0,59000.0,15.0,12.0,20.0,43.0,13.0,26.0,30.0,17.0,53.0,38.0,62.0,60.0,66.0,81.0,53.0,65.0,77.0,38.0,79.0,17.0,32.0,15.0,11.0,64.0,27.0,64.0,12.0,18.0,14.0,81.0,80.0,86.0,80.0,83.0
34,34.0,Dominik Livaković,80.0,83.0,20500000.0,1000.0,13.0,12.0,13.0,46.0,10.0,19.0,12.0,11.0,56.0,28.0,57.0,54.0,65.0,78.0,30.0,53.0,61.0,32.0,75.0,9.0,26.0,21.0,11.0,60.0,15.0,64.0,24.0,20.0,21.0,80.0,76.0,71.0,77.0,87.0
3,3.0,Marcus Bettinelli,70.0,71.0,1200000.0,33000.0,12.0,14.0,11.0,40.0,12.0,15.0,12.0,19.0,48.0,28.0,34.0,24.0,39.0,60.0,40.0,54.0,60.0,22.0,40.0,14.0,33.0,15.0,6.0,40.0,18.0,52.0,16.0,18.0,17.0,71.0,68.0,72.0,71.0,72.0
18,18.0,Danny Ward,75.0,75.0,3800000.0,49000.0,13.0,11.0,13.0,30.0,13.0,19.0,15.0,14.0,42.0,23.0,46.0,47.0,41.0,70.0,53.0,52.0,67.0,25.0,60.0,16.0,32.0,20.0,7.0,41.0,20.0,56.0,8.0,20.0,18.0,76.0,74.0,69.0,73.0,75.0
31,31.0,Wladimiro Falcone,72.0,74.0,2100000.0,11000.0,17.0,19.0,13.0,25.0,13.0,13.0,16.0,12.0,26.0,20.0,26.0,28.0,33.0,54.0,34.0,50.0,43.0,28.0,62.0,20.0,15.0,8.0,5.0,35.0,29.0,44.0,6.0,11.0,16.0,74.0,73.0,66.0,70.0,78.0
34,34.0,Mark Flekken,80.0,80.0,14500000.0,28000.0,14.0,16.0,11.0,39.0,14.0,12.0,19.0,12.0,42.0,34.0,28.0,36.0,34.0,79.0,38.0,61.0,54.0,28.0,72.0,11.0,32.0,12.0,14.0,43.0,23.0,39.0,15.0,13.0,20.0,80.0,76.0,81.0,79.0,82.0
4,4.0,Kais Al-Ani,55.0,60.0,150000.0,500.0,11.0,9.0,14.0,23.0,5.0,7.0,12.0,10.0,16.0,19.0,32.0,23.0,29.0,49.0,21.0,40.0,30.0,17.0,60.0,9.0,18.0,14.0,8.0,21.0,12.0,28.0,7.0,10.0,12.0,58.0,52.0,53.0,55.0,55.0
17,17.0,José Daniel Lasso,59.0,66.0,375000.0,500.0,16.0,12.0,20.0,27.0,7.0,9.0,9.0,8.0,26.0,15.0,20.0,27.0,26.0,55.0,28.0,44.0,35.0,18.0,61.0,8.0,22.0,9.0,5.0,30.0,15.0,38.0,6.0,13.0,13.0,58.0,57.0,58.0,58.0,60.0
26,26.0,Weimar Asprilla,61.0,68.0,550000.0,500.0,12.0,10.0,15.0,31.0,11.0,9.0,13.0,15.0,28.0,8.0,22.0,22.0,25.0,65.0,45.0,44.0,55.0,28.0,45.0,11.0,22.0,12.0,5.0,38.0,16.0,36.0,10.0,16.0,15.0,58.0,56.0,58.0,60.0,62.0
2,2.0,Leandro Pratelli,53.0,69.0,210000.0,550.0,9.0,9.0,29.0,28.0,9.0,11.0,11.0,11.0,22.0,13.0,17.0,27.0,53.0,50.0,29.0,39.0,49.0,39.0,71.0,8.0,25.0,19.0,10.0,49.0,11.0,30.0,20.0,16.0,13.0,55.0,52.0,52.0,49.0,53.0
